FULL DATASET MINING RESULTS (30 Features)
Execution Time: 890.3070 seconds
Total Rules Found: 374859
Phishing Specific Rules: 954
--------------------------------------------------
                                                                                                                                                    antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
135049                                              (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.238173            0.443057  0.234916    0.986327  2.226184               1.0  0.129392   40.734160       0.723000  0.526348   0.975451    0.758272  0.723165        0.530216        0.986327       4133.855428
135514                                                     (URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.236906            0.443057  0.233650    0.986254  2.226019               1.0  0.128687   40.517571       0.721756  0.523510   0.975319    0.756806  0.721186        0.527358        0.986254       4103.946852
134913                                                        (HTTPS_token_No_HTTPS_Token_In_Domain, SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.210312            0.443057  0.207417    0.986237  2.225979               1.0  0.114237   40.465358       0.697439  0.465112   0.975288    0.727193  0.679490        0.468150        0.986237       3520.328182
129669                                                              (SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.209679            0.443057  0.206784    0.986195  2.225885               1.0  0.113884   40.343527       0.696857  0.463692   0.975213    0.726458  0.678438        0.466721        0.986195       3506.380713
136341                (HTTPS_token_No_HTTPS_Token_In_Domain, Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.202804            0.443057  0.200000    0.986173  2.225836               1.0  0.110146   40.279523       0.690835  0.448570   0.975173    0.718791  0.667208        0.451409        0.986173       3361.899528
134719                                                        (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.235007            0.443057  0.231750    0.986143  2.225768               1.0  0.127629   40.192688       0.719898  0.519254   0.975120    0.754607  0.718208        0.523071        0.986143       4059.269937
130232                                                           (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.215016            0.443057  0.212031    0.986117  2.225709               1.0  0.116766   40.116741       0.701549  0.475360   0.975073    0.732340  0.686963        0.478563        0.986117       3619.034268
129558                                                              (URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google, RightClick_Enabled)  (Result_Phishing)            0.234374            0.443057  0.231117    0.986106  2.225684               1.0  0.127276   40.084394       0.719280  0.517835   0.975053    0.753874  0.717212        0.521641        0.986106       4044.426975
134756                                             (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.232384            0.443057  0.229127    0.985987  2.225415               1.0  0.126168   39.744040       0.717345  0.513377   0.974839    0.751568  0.714075        0.517150        0.985987       3997.937335
138674                            (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.153505            0.443057  0.151334    0.985857  2.225123               1.0  0.083323   39.380480       0.650431  0.339902   0.974607    0.663713  0.580291        0.341568        0.985857       2393.683432
135975                      (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.198191            0.443057  0.195387    0.985851  2.225109               1.0  0.107577   39.363263       0.686677  0.438223   0.974596    0.713424  0.659361        0.440996        0.985851       3262.651176
130510                                      (Page_Rank_PageRank_Low, double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.208865            0.443057  0.205880    0.985708  2.224786               1.0  0.113341   38.969102       0.695859  0.461570   0.974339    0.725194  0.676785        0.464679        0.985708       3482.919485
130284                                                        (Page_Rank_PageRank_Low, Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.208503            0.443057  0.205518    0.985683  2.224730               1.0  0.113139   38.901594       0.695527  0.460758   0.974294    0.724773  0.676182        0.463863        0.985683       3474.978744
130621                                                            (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.205066            0.443057  0.202081    0.985443  2.224189               1.0  0.111225   38.260266       0.692381  0.453052   0.973863    0.720774  0.670422        0.456105        0.985443       3399.902972
129596                                                (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.220172            0.443057  0.216915    0.985210  2.223661               1.0  0.119367   37.655505       0.705657  0.486015   0.973443    0.737399  0.694512        0.489588        0.985210       3717.864093
129726                              (double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.219177            0.443057  0.215920    0.985142  2.223509               1.0  0.118812   37.485328       0.704718  0.483786   0.973323    0.736242  0.692893        0.487342        0.985142       3695.430009
130383                                                          (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.200000            0.443057  0.197015    0.985075  2.223356               1.0  0.108403   37.315152       0.687787  0.441695   0.973201    0.714873  0.661842        0.444671        0.985075       3290.443442
130553                                                    (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, Page_Rank_PageRank_Low)  (Result_Phishing)            0.199638            0.443057  0.196653    0.985048  2.223295               1.0  0.108202   37.247643       0.687461  0.440884   0.973153    0.714451  0.661225        0.443855        0.985048       3282.678042
129627                                                   (URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.214744            0.443057  0.211488    0.984836  2.222817               1.0  0.116344   36.727268       0.700562  0.473855   0.972772    0.731087  0.685638        0.477338        0.984836       3596.188476
129764                                                    (URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.214654            0.443057  0.211398    0.984829  2.222803               1.0  0.116294   36.711797       0.700478  0.473652   0.972761    0.730981  0.685489        0.477134        0.984829       3594.174827
134971                                            (HTTPS_token_No_HTTPS_Token_In_Domain, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.210131            0.443057  0.206875    0.984503  2.222066               1.0  0.113775   35.938266       0.696278  0.463518   0.972175    0.725714  0.678004        0.466925        0.984503       3494.081721
134485                                                                    (Domain_registeration_length_Domain_ShortTerm, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.164541            0.443057  0.161284    0.980209  2.212374               1.0  0.088383   28.141070       0.655923  0.361370   0.964465    0.672118  0.597346        0.364026        0.980209       2545.837101
134497                                                (Domain_registeration_length_Domain_ShortTerm, URL_of_Anchor_greater_than_%67_Anchor, RightClick_Enabled)  (Result_Phishing)            0.154410            0.443057  0.151153    0.978910  2.209443               1.0  0.082741   26.408360       0.647355  0.338670   0.962133    0.660035  0.577897        0.341160        0.978910       2349.061252
111352                                                             (Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.163184            0.443057  0.152239    0.932927  2.105657               1.0  0.079939    8.303507       0.627484  0.335326   0.879569    0.638268  0.566183        0.343610        0.932927       2096.509152
